District,Hotels,Restaurants,Shopping_Places,Religious_Attractions,Cultural_Attractions,Educational_Places,Fun_And_Family,Hotel_Budget_Range,Restaurant_Budget_Range,Hotel_Budget,Restaurant_Budget
Matale,Kandyan Arts Residency,Randholee Resort & Spa - Randholee Restaurant,Cargills Food City - Matale,"Degaldoruwa Raja Maha Viharaya, Kandy",Thanthirimale Rajamaha Viharaya,Mahavali Rajamaha Viharaya,Dambulla Cave Temple,,,,
Matale,Kandy Hill House,Thilanka Hotel - Thilanka Restaurant,Keerthi Trading - Matale,"Gadaladeniya Viharaya, Kandy",Pothgul Rajamaha Viharaya,Pilimathalawa Raja Maha Viharaya,Sigiriya Rock Fortress,,,,
Matale,Serene Grand Hotel,Kandyan Reach Hotel - Kandyan Reach Restaurant,S.K. Supermart - Matale,"Sembuwaththa Raja Maha Viharaya, Matale",Raththota Raja Maha Viharaya,Dunuvila Rajamaha Viharaya,Aluvihara Rock Cave Temple,,,,
Matale,Stone House Kandy,The Tourmaline Hotel - Tourmaline Restaurant,Kirulapone Sunday Market,"Kandegedara Sri Bodhirukkaramaya, Matale",Sasseruwa Raja Maha Viharaya,Kiripattiya Rajamaha Viharaya,Nalanda Gedige,,,,
Matale,Blinkbonnie Inn,Kings Pavilion Hotel - Kings Pavilion Restaurant,Nipun Supermarket - Matale,"Aratenna Raja Maha Viharaya, Aratenna","Sri Muthumariamman Kovil, Gammaduwa",Gammaduwa Viharaya,Sembuwaththa Lake and Falls,,,,
Matale,Nature Walk Resort,The Richmond House Kandy - Richmond Restaurant,Rathwatte Market,"Sasseruwa Rajamaha Viharaya, Matale",Kadadora Rajamaha Viharaya,Karagahawewa Raja Maha Viharaya,Riverstone Gap,,,,
Matale,Senani Hotel,The Kandyan Manor - Manor Restaurant,Malwatte Market - Matale,"Raththota Maha Viharaya, Raththota",Mahasen Devalaya,Bulnewa Raja Maha Viharaya,Riverston Peak,,,,
Matale,Devon Hotel,Stone House Kandy - Stone House Restaurant,Rambukkana Market,"Dambulla Cave Temple, Dambulla",Madatugama Raja Maha Viharaya,Ambokka Sri Muthumariamman Kovil,"Mini World's End, Pitawala Pathana",,,,
Matale,Mahaweli Reach Hotel,Kandy Samadhicentre - Samadhi Restaurant,Pallepola Market,"Nalanda Gedige, Matale",Mahavali Rajamaha Viharaya,Warakamura Sri Muthumariamman Kovil,Bambarakiri Ella,,,,
Matale,Villa Rosa Kandy,Mountbatten Bungalow - Mountbatten Restaurant,Gampola Market,"Madawala Ulpatha Rajamaha Viharaya, Matale",Pilimathalawa Raja Maha Viharaya,Palapathwela Sri Muthumariamman Kovil,Arankele Monastery,,,,
Matale,Amaara Sky Hotel,Madulkelle Tea and Eco Lodge - Madulkelle Restaurant,Kurunegala Market,"Embekke Devalaya, Kandy",Dunuvila Rajamaha Viharaya,Aratenna Sri Muthumariamman Kovil,Gammaduwa Viharaya,,,,
Matale,Kandy City Hostel,Mount Havana - Havana Restaurant,Harischandra Supermarket - Matale,"St. Anthony's Church, Matale",Kiripattiya Rajamaha Viharaya,Wahakotte Sri Muthumariamman Kovil,Thanthirimale Rajamaha Viharaya,,,,
Matale,Sky Pavilion Hotel,Serene Grand Hotel - Serene Restaurant,Softlogic Max - Matale,"St. Anne's Church, Matale",Gammaduwa Viharaya,Kandenuwara Sri Muthumariamman Kovil,Pothgul Rajamaha Viharaya,,,,
Matale,Hanthana Mountain Resort,Devon Hotel - Devon Restaurant,Fintek Super - Matale,"Holy Trinity Church, Matale",Karagahawewa Raja Maha Viharaya,Gadaladeniya Viharaya,Raththota Raja Maha Viharaya,,,,
Matale,Kandy Hills Resort,Amaya Bungalow - Bungalow Restaurant,Ape Gedara Supermarket - Matale,"St. Thomas' Church, Matale",Bulnewa Raja Maha Viharaya,Dambulla Royal Cave Temple,Polonnaruwa Vatadage,,,,
Matale,Amaya Bungalow,Senani Hotel - Senani Restaurant,Eswaran Supermarket - Matale,"St. Joseph's Church, Matale",Embekka Devalaya,Sigiriya Rock Fortress,Sasseruwa Raja Maha Viharaya,,,,
Matale,Mount Blue Hotel,Devon Hotel - Devon Restaurant,Family Choice Supermarket - Matale,"St. Francis Xavier's Church, Matale",Lankathilaka Viharaya,Aluvihara Rock Cave Temple,Wasgamuwa National Park,,,,
Matale,Earls Regency,Villa Rosa Kandy - Rosa Restaurant,Dilhani Super Market - Matale,"St. Sebastian's Church, Matale",Gadaladeniya Viharaya,Nalanda Gedige,Knuckles Mountain Range,,,,
Matale,Randholee Resort & Spa,Amaara Sky Hotel - Amaara Restaurant,Laugfs Supermarket - Matale,"Sacred Heart Church, Matale",Dambulla Royal Cave Temple,Sembuwaththa Lake and Falls,Bambarakiri Ella,,,,
Matale,Kandyan Crown Hotel,Kandy City Hostel - Hostel Restaurant,Shopwell Supermarket - Matale,"Our Lady of Perpetual Help Church, Matale",Sigiriya Rock Fortress,Arankele Monastery,Arankele Monastery,,,,
Matale,Thilanka Hotel,Sky Pavilion Hotel - Sky View Restaurant,Arachchi Stores - Matale,"All Saints' Church, Matale",Aluvihara Rock Cave Temple,Ehelepola Walauwa,Dambulla Cave Temple,,,,
Matale,Kandy View Hotel,Hanthana Mountain Resort - Hanthana Restaurant,New Friend Supermarket - Matale,"Sri Muthumariamman Kovil, Gammaduwa",Nalanda Gedige,Agra Dhamma Kuta Viharaya,Sigiriya Rock Fortress,,,,
Matale,Kandy Samadhicentre,Kandy Hills Resort - Kandy Hills Restaurant,Nalin Supermarket - Matale,"Sri Muthumariamman Kovil, Rattota",Sembuwaththa Lake and Falls,Thanthirimale Rajamaha Viharaya,Aluvihara Rock Cave Temple,,,,
Matale,Secret Kandy,Amaya Hills - Rasawasala Restaurant,Co-Op City - Matale,"Sri Muthumariamman Kovil, Naula",Arankele Monastery,Pothgul Rajamaha Viharaya,Nalanda Gedige,,,,
Matale,Royal Kandyan Hotel,Mount Blue Hotel - Blue Restaurant,Salam Supermarket - Matale,"Sri Muthumariamman Kovil, Ukuwela",Ehelepola Walauwa,Raththota Raja Maha Viharaya,Sembuwaththa Lake and Falls,,,,
Matale,Kings Pavilion Hotel,Royal Kandyan Hotel - Royal Restaurant,The Factory Outlet - Matale,"Sri Muthumariamman Kovil, Elkaduwa",Agra Dhamma Kuta Viharaya,Sasseruwa Raja Maha Viharaya,Riverstone Gap,,,,
Matale,Devon Hotel Kandy,Kings Pavilion Hotel - Kings Pavilion Restaurant,Piyadasa Stores - Matale,"Sri Muthumariamman Kovil, Ambokka",Thanthirimale Rajamaha Viharaya,Polonnaruwa Vatadage,Riverston Peak,,,,
Matale,The Tourmaline Hotel,Devon Hotel Kandy - Devon Restaurant,Kandy Food City - Matale Branch,"Sri Muthumariamman Kovil, Palapathwela",Pothgul Rajamaha Viharaya,Kadadora Rajamaha Viharaya,"Mini World's End, Pitawala Pathana",,,,
Matale,OZO Kandy,The Tourmaline Hotel - Tourmaline Restaurant,Colombo Market - Matale,"Sri Muthumariamman Kovil, Warakamura",Raththota Raja Maha Viharaya,Mahasen Devalaya,Gammaduwa Viharaya,,,,
Matale,Earl's Regent Hotel,Earl's Regency - Far Pavilion,Janaka Supermarket - Matale,"Sri Muthumariamman Kovil, Wahakotte",Sasseruwa Raja Maha Viharaya,Madatugama Raja Maha Viharaya,Thanthirimale Rajamaha Viharaya,,,,
Matale,Kandyan Reach Hotel,Randholee Resort & Spa - Randholee Restaurant,V.K. Trading - Matale,"Sri Muthumariamman Kovil, Kandenuwara",Polonnaruwa Vatadage,Mahavali Rajamaha Viharaya,Pothgul Rajamaha Viharaya,,,,
Matale,Amaya Hills,Thilanka Hotel - Thilanka Restaurant,Jayasinghe Stores - Matale,"Sri Muthumariamman Kovil, Elkaduwa",Kadadora Rajamaha Viharaya,Pilimathalawa Raja Maha Viharaya,Raththota Raja Maha Viharaya,,,,
Matale,The Kandyan Manor,The Kandyan Manor - Manor Restaurant,Priyanka Stores - Matale,"Sita Kotuwa, Matale",Mahasen Devalaya,Dunuvila Rajamaha Viharaya,Polonnaruwa Vatadage,,,,
Matale,Camellia Hills,Stone House Kandy - Stone House Restaurant,Super One - Matale,"Naga Pabbata Viharaya, Matale",Madatugama Raja Maha Viharaya,Kiripattiya Rajamaha Viharaya,Sasseruwa Raja Maha Viharaya,,,,
Matale,Hunas Falls by Amaya,Kandy Samadhicentre - Samadhi Restaurant,Thilaka Stores - Matale,"Dowa Rajamaha Viharaya, Matale",Mahavali Rajamaha Viharaya,Gammaduwa Viharaya,Wasgamuwa National Park,,,,
Matale,Ceylon Tea Trails - Castlereagh Bungalow,Mountbatten Bungalow - Mountbatten Restaurant,Mangala Stores - Matale,"Ibbankatuwa Megalithic Tombs, Dambulla",Pilimathalawa Raja Maha Viharaya,Karagahawewa Raja Maha Viharaya,Knuckles Mountain Range,,,,
Matale,Ceylon Tea Trails - Norwood Bungalow,Madulkelle Tea and Eco Lodge - Madulkelle Restaurant,Kumari Supermarket - Matale,"Nalanda Gedige, Matale",Dunuvila Rajamaha Viharaya,Bulnewa Raja Maha Viharaya,Bambarakiri Ella,,,,
Matale,Ceylon Tea Trails - Summerville Bungalow,Mount Havana - Havana Restaurant,Lanka Supermarket - Matale,"Rangiri Dambulla International Cricket Stadium, Dambulla",Kiripattiya Rajamaha Viharaya,Ambokka Sri Muthumariamman Kovil,Arankele Monastery,,,,
Matale,Ceylon Tea Trails - Tientsin Bungalow,Serene Grand Hotel - Serene Restaurant,Cargills Food City - Matale,"Dambulla Royal Cave Temple, Dambulla",Gammaduwa Viharaya,Warakamura Sri Muthumariamman Kovil,Dambulla Cave Temple,,,,
Matale,Cinnamon Citadel Kandy,Devon Hotel - Devon Restaurant,Supermarket 1 - Matale,"Sita Amman Temple, Dambulla",Karagahawewa Raja Maha Viharaya,Palapathwela Sri Muthumariamman Kovil,Sigiriya Rock Fortress,,,,
Matale,Madulkelle Tea and Eco Lodge,Senani Hotel - Senani Restaurant,New Market - Matale,"Dambulla Golden Temple, Dambulla",Bulnewa Raja Maha Viharaya,Aratenna Sri Muthumariamman Kovil,Aluvihara Rock Cave Temple,,,,
Matale,Misty Hills Kandy,Villa Rosa Kandy - Rosa Restaurant,Rathwatte Market,"Sigiriya Rock Fortress, Dambulla",Ambokka Sri Muthumariamman Kovil,Wahakotte Sri Muthumariamman Kovil,Nalanda Gedige,,,,
Matale,Mountbatten Bungalow,Amaara Sky Hotel - Amaara Restaurant,Neluwa Market,"Kandalama Temple, Dambulla",Warakamura Sri Muthumariamman Kovil,Kandenuwara Sri Muthumariamman Kovil,Sembuwaththa Lake and Falls,,,,
Matale,Mount Havana,Kandy City Hostel - Hostel Restaurant,Akurana Market,"Ederagala Wana Senasuna, Matale",Palapathwela Sri Muthumariamman Kovil,Embekka Devalaya,Riverstone Gap,,,,
Matale,The Richmond House Kandy,Hanthana Mountain Resort - Hanthana Restaurant,Nawalapitiya Market,"Pattini Devalaya, Matale",Aratenna Sri Muthumariamman Kovil,Lankathilaka Viharaya,Riverston Peak,,,,
Matale,Theva Residency,Amaya Bungalow - Bungalow Restaurant,Tholangamuwa Market,"Gurulupota Raja Maha Viharaya, Matale",Wahakotte Sri Muthumariamman Kovil,Gadaladeniya Viharaya,"Mini World's End, Pitawala Pathana",,,,
Matale,Clove Villa,Sky Pavilion Hotel - Sky View Restaurant,Rattota Market,"Aluvihara Rock Temple, Matale",Kandenuwara Sri Muthumariamman Kovil,Dambulla Royal Cave Temple,Gammaduwa Viharaya,,,,
Matale,Clove Garden,Kandy Hills Resort - Kandy Hills Restaurant,Gelioya Market,"Sri Muthumariamman Kovil, Matale",Gadaladeniya Viharaya,Sigiriya Rock Fortress,Thanthirimale Rajamaha Viharaya,,,,
Matale,Oak Ray Regency,Mount Blue Hotel - Blue Restaurant,Thalathuoya Market,"Embekka Devalaya, Laxapana",Dambulla Royal Cave Temple,Aluvihara Rock Cave Temple,Pothgul Rajamaha Viharaya,,,,
Matale,Kandy City Hotel by Earl's,Royal Kandyan Hotel - Royal Restaurant,Ukuwela Market,"Lankathilaka Viharaya, Kandy",Sigiriya Rock Fortress,Nalanda Gedige,Raththota Raja Maha Viharaya,,,,
Matale,Kandyan Arts Residency,Kings Pavilion Hotel - Kings Pavilion Restaurant,Warakamura Market,"Degaldoruwa Raja Maha Viharaya, Kandy",Aluvihara Rock Cave Temple,Sembuwaththa Lake and Falls,Polonnaruwa Vatadage,,,,
Matale,Kandy Hill House,The Tourmaline Hotel - Tourmaline Restaurant,Laggala Market,"Gadaladeniya Viharaya, Kandy",Nalanda Gedige,Arankele Monastery,Sasseruwa Raja Maha Viharaya,,,,
Matale,Serene Grand Hotel,Thilanka Hotel - Thilanka Restaurant,Gammaduwa Market,"Sembuwaththa Raja Maha Viharaya, Matale",Sembuwaththa Lake and Falls,Ehelepola Walauwa,Wasgamuwa National Park,,,,
Matale,Stone House Kandy,Earl's Regency - Far Pavilion,Palapathwela Market,"Kandegedara Sri Bodhirukkaramaya, Matale",Arankele Monastery,Agra Dhamma Kuta Viharaya,Knuckles Mountain Range,,,,
Matale,Blinkbonnie Inn,Randholee Resort & Spa - Randholee Restaurant,Rangala Market,"Aratenna Raja Maha Viharaya, Aratenna",Ehelepola Walauwa,Thanthirimale Rajamaha Viharaya,Bambarakiri Ella,,,,
Matale,Nature Walk Resort,The Kandyan Manor - Manor Restaurant,Elkaduwa Market,"Sasseruwa Rajamaha Viharaya, Matale",Agra Dhamma Kuta Viharaya,Pothgul Rajamaha Viharaya,Arankele Monastery,,,,
Matale,Senani Hotel,Stone House Kandy - Stone House Restaurant,Wahakotte Market,"Raththota Maha Viharaya, Raththota",Thanthirimale Rajamaha Viharaya,Raththota Raja Maha Viharaya,Dambulla Cave Temple,,,,
Matale,Devon Hotel,Kandy Samadhicentre - Samadhi Restaurant,Dumbara Market,"Dambulla Cave Temple, Dambulla",Pothgul Rajamaha Viharaya,Sasseruwa Raja Maha Viharaya,Sigiriya Rock Fortress,,,,
Matale,Mahaweli Reach Hotel,Mountbatten Bungalow - Mountbatten Restaurant,Elkaduwa Market,"Nalanda Gedige, Matale",Raththota Raja Maha Viharaya,Polonnaruwa Vatadage,Aluvihara Rock Cave Temple,,,,
Matale,Villa Rosa Kandy,Madulkelle Tea and Eco Lodge - Madulkelle Restaurant,Laggala Market,"Madawala Ulpatha Rajamaha Viharaya, Matale",Sasseruwa Raja Maha Viharaya,Kadadora Rajamaha Viharaya,Nalanda Gedige,,,,
Matale,Amaara Sky Hotel,Mount Havana - Havana Restaurant,Thalathuoya Market,"Embekke Devalaya, Kandy",Polonnaruwa Vatadage,Mahasen Devalaya,Sembuwaththa Lake and Falls,,,,
Matale,Kandy City Hostel,Serene Grand Hotel - Serene Restaurant,Wahakotte Market,"St. Anthony's Church, Matale",Kadadora Rajamaha Viharaya,Madatugama Raja Maha Viharaya,Riverstone Gap,,,,
Matale,Sky Pavilion Hotel,Devon Hotel - Devon Restaurant,Gammaduwa Market,"St. Anne's Church, Matale",Mahasen Devalaya,Mahavali Rajamaha Viharaya,Riverston Peak,,,,
Matale,Hanthana Mountain Resort,Senani Hotel - Senani Restaurant,Rangala Market,"Holy Trinity Church, Matale",Madatugama Raja Maha Viharaya,Pilimathalawa Raja Maha Viharaya,"Mini World's End, Pitawala Pathana",,,,
Matale,Kandy Hills Resort,Villa Rosa Kandy - Rosa Restaurant,Elamalpe Market,"St. Thomas' Church, Matale",Mahavali Rajamaha Viharaya,Dunuvila Rajamaha Viharaya,Gammaduwa Viharaya,,,,
Matale,Amaya Bungalow,Amaara Sky Hotel - Amaara Restaurant,Kalugalla Market,"St. Joseph's Church, Matale",Pilimathalawa Raja Maha Viharaya,Kiripattiya Rajamaha Viharaya,Thanthirimale Rajamaha Viharaya,,,,
Matale,Mount Blue Hotel,Kandy City Hostel - Hostel Restaurant,Aratenna Market,"St. Francis Xavier's Church, Matale",Dunuvila Rajamaha Viharaya,Gammaduwa Viharaya,Pothgul Rajamaha Viharaya,,,,
Matale,Earls Regency,Hanthana Mountain Resort - Hanthana Restaurant,Rathgammana Market,"St. Sebastian's Church, Matale",Kiripattiya Rajamaha Viharaya,Karagahawewa Raja Maha Viharaya,Raththota Raja Maha Viharaya,,,,
Matale,Randholee Resort & Spa,Amaya Bungalow - Bungalow Restaurant,Aratenna Market,"Sacred Heart Church, Matale",Gammaduwa Viharaya,Bulnewa Raja Maha Viharaya,Polonnaruwa Vatadage,,,,
Matale,Kandyan Crown Hotel,Sky Pavilion Hotel - Sky View Restaurant,Kalugalla Market,"Our Lady of Perpetual Help Church, Matale",Karagahawewa Raja Maha Viharaya,Ambokka Sri Muthumariamman Kovil,Sasseruwa Raja Maha Viharaya,,,,
Matale,Thilanka Hotel,Kandy Hills Resort - Kandy Hills Restaurant,Elamalpe Market,"All Saints' Church, Matale",Bulnewa Raja Maha Viharaya,Warakamura Sri Muthumariamman Kovil,Wasgamuwa National Park,,,,
Matale,Kandy View Hotel,Mount Blue Hotel - Blue Restaurant,Rathgammana Market,"Sri Muthumariamman Kovil, Gammaduwa",Ambokka Sri Muthumariamman Kovil,Palapathwela Sri Muthumariamman Kovil,Knuckles Mountain Range,,,,
Matale,Kandy Samadhicentre,Royal Kandyan Hotel - Royal Restaurant,Kalugalla Market,"Sri Muthumariamman Kovil, Rattota",Warakamura Sri Muthumariamman Kovil,Aratenna Sri Muthumariamman Kovil,Bambarakiri Ella,,,,
Matale,Secret Kandy,Kings Pavilion Hotel - Kings Pavilion Restaurant,Ratmalagoda Market,"Sri Muthumariamman Kovil, Naula",Palapathwela Sri Muthumariamman Kovil,Wahakotte Sri Muthumariamman Kovil,Arankele Monastery,,,,
Matale,Royal Kandyan Hotel,The Tourmaline Hotel - Tourmaline Restaurant,Dumbara Market,"Sri Muthumariamman Kovil, Ukuwela",Aratenna Sri Muthumariamman Kovil,Kandenuwara Sri Muthumariamman Kovil,Dambulla Cave Temple,,,,
Matale,Kings Pavilion Hotel,Thilanka Hotel - Thilanka Restaurant,Balakaduwa Market,"Sri Muthumariamman Kovil, Elkaduwa",Wahakotte Sri Muthumariamman Kovil,Gadaladeniya Viharaya,Sigiriya Rock Fortress,,,,
Matale,Devon Hotel Kandy,Earl's Regency - Far Pavilion,Bambaragasthalawa Market,"Sri Muthumariamman Kovil, Ambokka",Kandenuwara Sri Muthumariamman Kovil,Dambulla Royal Cave Temple,Aluvihara Rock Cave Temple,,,,
Matale,The Tourmaline Hotel,Randholee Resort & Spa - Randholee Restaurant,Galboda Market,"Sri Muthumariamman Kovil, Palapathwela",Gadaladeniya Viharaya,Sigiriya Rock Fortress,Nalanda Gedige,,,,
Matale,OZO Kandy,The Kandyan Manor - Manor Restaurant,Kadugannawa Market,"Sri Muthumariamman Kovil, Warakamura",Dambulla Royal Cave Temple,Aluvihara Rock Cave Temple,Sembuwaththa Lake and Falls,,,,
Matale,Earl's Regent Hotel,Stone House Kandy - Stone House Restaurant,Galewela Market,"Sri Muthumariamman Kovil, Wahakotte",Sigiriya Rock Fortress,Nalanda Gedige,Riverstone Gap,,,,
Matale,Kandyan Reach Hotel,Kandy Samadhicentre - Samadhi Restaurant,Amanthenna Market,"Sri Muthumariamman Kovil, Kandenuwara",Aluvihara Rock Cave Temple,Sembuwaththa Lake and Falls,Riverston Peak,,,,
Kandy,Earl's Regent Hotel,Helga's Folly,Kandy City Center ,Sri Dalada Maligawa (Temple of the Sacred Tooth Relic),Sri Dalada Maligawa,Ceylon Tea Museum,Kandy Lake,,,,
Kandy,Mahaweli Reach Hotel,The Empire Café,Kandy Central Market,Sri Maha Bodhi Viharaya,Royal Palace of Kandy,Kandy Garrison Cemetery,"Royal Botanical Gardens, Peradeniya",,,,
Kandy,Amaya Hills,Slightly Chilled Lounge Bar & Restaurant,Kandy Municipal Central Market,Bahirawakanda Vihara Buddha Statue,Kandy Museum,National Museum of Kandy,Temple of the Sacred Tooth Relic,,,,
Kandy,Cinnamon Citadel Kandy,Kandy Muslim Hotel,Kandy Market Hall,Sri Vishnu Devalaya,Degaldoruwa Cave Temple,Udawatta Kele Sanctuary,Udawatta Kele Sanctuary,,,,
Kandy,OZO Kandy,The Bake House,Kandy Shopping Complex,Sri Natha Devalaya,Kandy Garrison Cemetery,British Garrison Cemetery,Bahirawakanda Vihara Buddha Statue,,,,
Kandy,The Golden Crown Hotel,Devon Restaurant,Kandy City Shopping Mall,Sri Sumanarama Temple,Udawattakele Forest Reserve,"Royal Botanical Gardens, Peradeniya",Pallekele International Cricket Stadium,,,,
Kandy,Theva Residency,Buono Restaurant,Kandy Commercial Centre,Sri Subadaramaya Temple,Ceylon Tea Museum,Kandy Municipal Central Library,Hanthana Mountain Range,,,,
Kandy,Thilanka Hotel,White House Restaurant,Kandy City Walk,Asgiri Maha Viharaya,Bahiravokanda Vihara Buddha Statue,Embekka Devalaya,Kandy Garrison Cemetery,,,,
Kandy,Hotel Topaz,The Kandy Garden Cafe,Kandy City Plaza,Sri Kataragama Devalaya,Peradeniya Botanical Gardens,Lankatilaka Temple,Degaldoruwa Raja Maha Viharaya,,,,
Kandy,Hotel Suisse,Empire Tea Rooms,Kandy City Shopping Complex,Degaldoruwa Raja Maha Viharaya,Kandy Lake,Gadaladeniya Temple,Ceylon Tea Museum,,,,
Kandy,Hotel Hilltop,Cafe Divine Street,Kandy City Shopping Arcade,Gatambe Sri Rajopawanaramaya,Commonwealth War Cemetery,Buddhist Publication Society,Royal Palace of Kandy,,,,
Kandy,Randholee Resort & Spa,Kandyan Muslim Hotel,Kandy Shopping Square,Ambakke Devalaya,Ranawana Purana Rajamaha Viharaya,University of Peradeniya,Kandy Cultural Show,,,,
Kandy,The Swiss Residence,Balaji Dosai,Kandy Arcade,Lankatilaka Vihara,Kandyan Cultural Centre,Sri Lanka International Buddhist Academy,Kandy View Point,,,,
Kandy,The Grand Kandyan Hotel,Dinemore Restaurant,Kandy Supermarket,Embekka Devalaya,Suriyakantha Centre for Art & Culture,International Buddhist Museum,Knuckles Mountain Range,,,,
Kandy,Serene Grand Hotel,The Pub Royal Bar & Restaurant,Kandy Department Store,Gadaladeniya Temple,Temple of the Gadaladeniya Vihara,Raja Museum,Bogambara Prison,,,,
Kandy,Sky Pavilion Hotel,The Coffee Bar,Kandy Fashion Plaza,Sri Sangamitta Viharaya,Lankathilaka Temple,Kandy Public Library,Kandy Clock Tower,,,,
Kandy,The Richmond House Kandy,Flamingo Restaurant,Kandy Modern Mart,Sri Thilakaramaya Temple,Embekka Devalaya,Pallekele International Cricket Stadium,Kandy Municipal Central Market,,,,
Kandy,Kandy City Hotel by Earl's,The Restaurant at Madulkelle Tea and Eco Lodge,Kandy Hypermarket,Sri Pada Adavihara,Galmaduwa Temple,Polwaththa Eco Lodges,Kandy City Centre (KCC),,,,
Kandy,Sevana City Hotel,Cricketers' Arms Pub & Restaurant,Kandy Wholesale Centre,Dodanwala Devalaya,Magul Maduwa (Royal Audience Hall),Royal Palace of Kandy,Kandy Museum,,,,
Kandy,Senani Hotel,Kandy City Centre Food Court,Kandy Retail Park,Kandy Sri Nagadeepa Viharaya,Kandy Clock Tower,Bahirawakanda Vihara Buddha Statue,Ranawana Royal Temple,,,,
Kandy,The Kings Pavilion,Old Trinitians Sports Club,Kandy Shopping Village,Kandy Sri Sudharmaramaya,Royal Palace Park,Degaldoruwa Raja Maha Viharaya,Spice Garden,,,,
Kandy,Queen's Hotel Kandy,Shanmugas,Kandy Fashion Mall,Kandy Asgiriya Sri Vajirarama Temple,Malwatta Maha Viharaya,Royal Forest Reserve - Udawatta Kele,Kandy War Cemetery,,,,
Kandy,Madulkelle Tea and Eco Lodge,The Cottage,Kandy Luxury Shopping Centre,Kandy Sri Wijayananda Viharaya,Peradeniya Royal Botanical Garden,Dambulla Rajamaha Viharaya,Kandy Public Library,,,,
Kandy,Amaya Bungalow,Soya Centre,Kandy Boutique Alley,Kandy Aluthnuwara Kande Viharaya,Udu Nuwara Cultural Museum,Embekka Dewalaya,Udawattekele Forest Reserve,,,,
Kandy,Clove Villa Kandy,Buono Restaurant,Kandy Designer Street,Sri Gnanissara Thero Pilimaya,National Museum Kandy,Galmaduwa Viharaya,Kandy Crafts Center,,,,
Kandy,Amaara Sky Hotel,Devon Restaurant,Kandy Jewelry Emporium,International Buddhist Museum,British Garrison Cemetery,Hanthana Mountain Range,Hanthana Tea Museum,,,,
Kandy,Villa Rosa Kandy,Earls Regent Hotel,Kandy Gemstone Bazaar,Nilambe Buddhist Meditation Centre,Kandy Arts Centre,Hantana Tea Museum,Galmaduwa Viharaya,,,,
Kandy,Senani Hotel,Oak-Ray Regency Restaurant,Kandy Silver Market,Dharma Shri Lanka Meditation Centre,Buddhist Publication Society,Heeloya Village,Millennium Elephant Foundation,,,,
Kandy,The Tourmaline Hotel,Sharon Inn Restaurant,Kandy Gold Souk,Kandy View Point - Hanthana Mountain Range,Maning Market,Hindagala Cave Temple,Gadaladeniya Temple,,,,
Kandy,The Empire Residence Kandy,Milano Restaurant,Kandy Antique Market,Ranawana Royal Temple,Hindu Kovil,International Buddhist Centre,Embekka Devalaya,,,,
Kandy,Hanthana House,Theva Cuisine,Kandy Handicrafts Fair,Kalapura Alutnuwara Maha Viharaya,Muslim Mosque,Kandy Garrison Cemetery,Lankatilaka Temple,,,,
